,name,host_id,host_name,property_type,room_type,bedrooms,beds,bathrooms,bathrooms_text,accommodates,description,price,neighbourhood_cleansed,latitude,longitude,number_of_reviews,last_review,minimum_nights,availability_365,review_scores_rating
15450,Versátil dpto Parque O’Higgins,333050042,Rosa,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Apartment in an unbeatable location in front of O'Higgins Park, a 15-minute walk from Movistar Arena and Fantasilandia, Rondizzoni Metro three blocks away, and close to multiple shops and a wide variety of food for delivery. <br /><br />This versatile, fully-equipped apartment allows you to adapt the space for a well-deserved rest in a comfortable folding bed, have breakfast on the terrace, or even work at the table as a desk.","$56,169.00",Santiago,-33.46951,-70.66265,56,2026-05-12,1.0,238,4.82
15451,Apartamento con vista al parque,705193369,Camila Elizabeth,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,4,"Beautiful furnished apartment, steps from the Rondizzoni metro, Parque O'Higgins, Movistar Arena, municipal swimming pool, restaurants, coffee shop, minimarket and pharmacies. Close to the Pan-American Highway access. Good transportation.","$57,287.00",Santiago,-33.4705786,-70.6616676,0,,1.0,365,
15452,Plaza Ñuñoa Loft Departamento con increíble vista,286636783,Lorena,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Come and enjoy a unique and quiet experience in Plaza Ñuñoa. Beautiful loft with the best view, close to everything and very quiet","$52,560.00",Ñuñoa,-33.45575648925631,-70.59463860398054,14,2026-05-04,2.0,347,4.14
15453,"Excelente departamento, muy buena ubicación.",413858601,Mariapaz,Entire condo,Entire home/apt,2.0,3.0,1.0,1 bath,4,"Fully equipped apartment to enjoy your stay without inconveniences and with excellent connectivity, also very comfortable since it is within walking distance of the Portal Ñuñoa Mall, close to Plaza Ñuñoa where there are excellent restaurants and bars to enjoy, other places nearby are the national stadium, health center and supermarkets.<br />It has underground parking.<br />*Toiletries are the responsibility of each guest<br />Stays of 4 nights or more, includes shower towel service","$75,553.00",Ñuñoa,-33.464442,-70.59661799999999,18,2023-01-25,2.0,185,4.83
15454,Paseo Bulnes - Santiago Centro,187359582,Belén,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Excellent two-room apartment in 50 square meters located on the first floor, consisting of a bedroom with a double bed with a closet and dresser, a full bathroom, equipped with basic toiletries, a separate kitchen, fully equipped with an electric oven, countertop, hood, minibar, kitchen utensils (kettle, crockery set, cutlery, toaster, glasses, cups, etc.) and a large living-dining room equipped with a futon.","$44,008.33",Santiago,-33.44707,-70.65299,77,2026-05-27,3.0,345,4.9
15455,Amplio y renovado depto 3D | Providencia | 6 PAX,31187504,Felipe - Founder MrBnB,Entire rental unit,Entire home/apt,3.0,4.0,1.5,1.5 baths,6,"Experience Providencia from a modern apartment with a terrace, ideal for families or groups. Steps from Costanera Center, MUT and metro line 1, its location connects you to all of Santiago. Enjoy a fully equipped kitchen, WiFi, Smart TV and air conditioning. With 3 bedrooms, 1 and a half bathrooms, it comfortably accommodates up to 6 people. Private parking in the building and smart lock for your convenience. Newly remodeled apartment in an old building.","$220,178.00",Providencia,-33.42084,-70.60508,27,2026-06-18,2.0,296,4.96
15456,Habitación en Acogedor Departamento_Plaza Ñuñoa,1139234,Paula,Private room in rental unit,Private room,,1.0,1.5,1.5 baths,1,"Beautiful room located in the heart of Ñuñoa. The apartment is full equipped.  Private bathroom with showers both. Wifi. Prime location.<br />There is a subway station 10 min walking.<br />IMPORTANT: You must love cats and don't be allergic...I live with two cats: Julieta y Blue. They are really nice, just a little curious.","$42,933.00",Ñuñoa,-33.45868,-70.59239,19,2024-06-08,1.0,83,4.89
15457,Vista a las montañas,26751489,Claudia,Entire serviced apartment,Entire home/apt,1.0,1.0,1.0,1 bath,2,"You'll have a great time at this comfortable place to stay... one block from the Villa Frei metro station, close to the mall... Plaza Ñuñoa and Casa de la Cultura.","$61,904.00",Ñuñoa,-33.46466475188263,-70.58569202034425,10,2026-06-14,1.0,227,4.6
15458,Habitación frente Mall Costanera Center.,156549469,Juan,Private room in rental unit,Private room,1.0,1.0,1.0,1 private bath,2,"Private room with private bathroom in Providencia. Two blocks from the Tobalaba or Los Leones metro stations. Full providence, very good location. <br /><br />The apartment is located in front of the Costanera Center with a view towards the shopping center<br /><br />The apartment has central heating, a washing machine, a dryer, a dishwasher, Wi-Fi, and a person who cleans 3 days a week.<br /><br />Common spaces are accessible whenever you want.<br /><br />Family friendly","$41,082.50",Providencia,-33.42042,-70.60437,71,2026-06-24,1.0,290,4.89
15459,Habitación con baño privado,564495348,Olayo,Private room in rental unit,Private room,,1.0,1.0,1 private bath,3,"Room in a bright, modern, quiet apartment in a residential neighborhood 3 blocks from the L3 subway. Close to shopping malls, bars, and cafes.<br />You'll share the place with me. The room has a double bed. EXCLUSIVE FULL BATH, hot water. Wi-Fi, TV in the bedroom. Equipped kitchen.<br />In the heart of Ñuñoa, if you're looking for a cozy and quiet place, close to everything. Keep it simple at this peaceful and centrally-located place.","$34,635.00",Ñuñoa,-33.45467,-70.58685,26,2026-03-08,1.0,299,4.92
15460,Clásico-Moderno cerca del metro,411338081,Marcela,Entire rental unit,Entire home/apt,1.0,1.0,,1 bath,2,"Beautiful apartment with an exceptional location! If you like architecture, walking in the city, being close to the park and subway, this is the place! A carefully decorated apartment, with a lot of love for travelers who want to make the city a friendly place, get to rest in a beautiful place, in front of the literary café, close to shopping centers, tourist places, steps from Barrio Italia, where you will find design, gastronomy and more. The apartment is fully equipped.","$58,770.50",Providencia,-33.4398,-70.63149,13,2025-12-11,2.0,334,5.0
15461,Apartamento Living Mar del Plata (dp 301),172197278,Diego,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"The apartment in Providencia has 1 bedrooms and capacity for 3 people.<br />Accommodation of 50 m² cozy and is modern, It has views of the mountain.","$133,374.00",Providencia,-33.43239,-70.61036,68,2026-06-15,1.0,349,4.6
15462,Depto Providencia Metro cercano,173322922,Andrea,Entire rental unit,Entire home/apt,2.0,3.0,2.0,2 baths,4,"Cozy apartment in the heart of Providencia, steps from the Manuel Montt metro. It has 2 bedrooms and 2 bathrooms, a living-dining room, a fully equipped independent kitchen and a washing machine. Ideal for families, business trips or getaways to Santiago. Located in a safe area, with restaurants, cafes and services just a few meters away. There is no parking, but there are paid alternatives nearby.","$68,470.67",Providencia,-33.42676,-70.61958,4,2026-04-06,1.0,242,4.75
15463,"Plaza P. Valdivia, Ines Suarez",534417334,Magdalena,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Complete apartment in the residential neighborhood of Plaza Pedro de Valdivia, Providencia. Quiet, close to the Inés de Suarez subway, restaurants, nice cafes and green areas. <br /><br />Bedroom with a king-size bed and an en-suite bathroom.  Includes towels and bedding, kitchen equipped with utensils, refrigerator and oven with burners.<br />It has Wi-Fi, cable TV, Netflix and others. <br /><br />*Armchair becomes a bed designed for child use.<br /><br />3rd floor with elevator. <br />Security tights.<br />1 Parking inside the condominium.","$69,741.00",Providencia,-33.43959,-70.60544,30,2026-04-18,2.0,231,4.77
15464,Departamento con estacionamiento metro moneda,739085626,Muriel,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,3,"I am renting my apartment, which has been lovingly decorated and prepared to ensure you have a comfortable and special stay. I take care of every detail and offer personalized attention to make you feel at home.<br />In addition, for your convenience, I offer a luggage storage service at my office, located in the same building, before check-in or after check-out.<br />It will be a pleasure to welcome you!","$37,659.00",Santiago,-33.4476779,-70.6538851,47,2026-06-15,1.0,301,4.83
15465,Apartment in the cultural heart of Santiago,160719291,María Paz,Entire rental unit,Entire home/apt,3.0,5.0,1.0,1 bath,6,"Experience Santiago from a unique location: a spacious 3-bedroom apartment in the historic Turri Building, an architectural gem from 1920 in the heart of the city.<br /><br />Just steps from the Baquedano Metro station, you'll have immediate access to Santiago's main cultural, culinary, and tourist attractions.","$138,547.00",Providencia,-33.43673,-70.63368,37,2026-06-16,2.0,243,4.46
15466,"Depto p/4 con A/C y WiFi, cerca de metro y turismo",74068442,Pablo,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,4,"Discover Santiago from this cozy apartment for 4, with A/C, WiFi, double bed and sofa bed. Clear view, pool, laundry, 24/7 security and self check-in for added convenience. In front of a supermarket and steps from the Metro, close to Almagro Park and Movistar Arena. Ideal for resting and exploring the city. Everything you need for a comfortable, safe and well-located stay!","$37,647.50",Santiago,-33.4531918,-70.6528465,8,2026-03-20,3.0,336,4.88
15467,Cheerful rentapart near Moneda Palace,25197691,Soledad,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,4,"In this 1 - Bedroom, 1 - Bathroom apartment (1 single bed in the living) with capacity up to 3 persons, 100% electric, you will have all you can wish to have a nice stay in Santiago downtown. The beautiful and comfortable apartment is equipped with kitchen utensils, bed linen and bath linen. You will have everything close, security, enjoyment! A great place to visit!<br />Our apartments are located in a modern building where the green seal regulation does not apply because it is 100% electric.","$31,382.25",Santiago,-33.44771,-70.65377,143,2026-03-16,4.0,221,4.64
15468,Habitación cerca de todo.,290116521,David,Private room in condo,Private room,,1.0,1.0,1 shared bath,2,"Simple, quiet and centrally located room.<br />Close to everything in the capital, metro station in front of the building, immediate access to bars, restaurants, cafes and shopping malls. Opposite the Catholic University of Chile and the University of Chile. Located between downtown Santiago and Providencia.<br />Safe and accessible space at all times. Close to cultural centers, supermarkets, financial centers, hospitals within walking distance of the building.<br />Please read the other descriptions and rules.","$23,500.00",Santiago,-33.4405694,-70.6389641,161,2026-05-27,1.0,174,4.79
15469,Apartamento Living Valdivia (dp 830),172197278,Diego,Entire rental unit,Entire home/apt,1.0,2.0,,1 bath,3,"Cozy studio apartment in the heart of Providencia for 1 to 3 people. Panoramic views of San Cristóbal Hill from the 8th floor. This centrally located and fully equipped space puts you steps from the Pedro de Valdivia Metro station, restaurants, cafes, and shops, offering a perfect base for exploring Santiago. Ideal for couples, business travelers or small families seeking comfort and an unbeatable location. Parking in the same building is available for an additional fee and must be reserved.","$157,700.00",Providencia,-33.42557,-70.61265,16,2026-04-11,1.0,358,4.19
15470,Nuevo depto. en Barrio Paris-Londres para 2 D605,168003901,Checkin Chile,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Experience Santiago from its most special neighborhood. The Paris-Londres neighborhood is a hidden gem right in the historic center: cobblestone streets, European-style houses. Our apartment is brand new and designed for 2 guests seeking comfort and an unbeatable location. A few minutes' walk from La Moneda, the Lastarria neighborhood, the Central Market, and the city's main tourist attractions. Are you traveling as a group or as a family? We have more units in the same building. We look forward to welcoming you.","$47,000.00",Santiago,-33.44734,-70.64952,2,2026-06-10,1.0,360,4.5
15471,Encanto en el Corazon de Santiago,45769250,Roberto,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,4,"Relax in a cozy space in the historic heart of Santiago. Ideal for tourists, couples, and business travelers seeking comfort, connectivity, and self check-in.<br /><br />Just steps from Paseo Bulnes, La Moneda, and museums. It has a double bed, a sofa bed for 2 people, high-speed Wi-Fi, space for remote work, and a smart lock. Fully equipped to enjoy a comfortable, safe stay in an excellent location.<br /><br />Always available to help you with whatever you need.","$38,683.50",Santiago,-33.4476779,-70.6538851,35,2026-07-01,2.0,326,4.91
15472,Excelente Departamento Céntrico,584366590,Carolina,Entire rental unit,Entire home/apt,1.0,3.0,1.0,1 bath,3,"Apartment in an excellent location in the heart of Santiago, three blocks from La Moneda metro station (line 1).<br />Close to historic tourist spots such as La Moneda Palace, Cousiño Palace, Movistar Arena, and other historic centers.  <br /><br />The apartment has everything you need for an excellent stay in Santiago. Located on the fifth floor, it can accommodate up to 3 people. It contains a refrigerator, kitchen, beds, TV, and Wi-Fi. It also includes bedding and towels.","$47,929.00",Santiago,-33.447233,-70.6537565,45,2026-04-27,1.0,46,4.67
15473,Dpto. cálido y bien ubicado en pleno Santiago,699563954,Renta Corta,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"A warm and cozy apartment in the heart of Santiago, designed for couples' getaways or young travelers looking for a comfortable stay without spending too much. Good energy, fair price and everything close by to enjoy the city.<br /><br />It has a comfortable bed, equipped kitchen, private bathroom and a small balcony for fresh air. Check-in is with a digital code, so you arrive at your own pace without coordinating with anyone.","$55,937.00",Santiago,-33.4444321,-70.6443247,0,,1.0,272,
15474,Depto. en providencia vista a la ciudad + parking,483680758,Jesus,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Kick back and relax in this calm, stylish space.","$115,671.00",Providencia,-33.42813,-70.61985,106,2026-05-03,1.0,339,4.75
15475,"02. Cozy Apart. KING size, A/C, Providencia Costan",24104626,Rene,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"The apartment is located at Av. Pedro de Valdivia 263, Floor 11. The location is perfect, steps from the Pedro de Valdivia metro station (Santiago main line).<br /><br />The neighborhood is surrounded by restaurants, bars, cafes, shops, pharmacies, supermarkets, etc.<br /><br />The apartment is very bright, with a terrace, fiber optic internet, air conditioning, king size bed, cotton sheets, feather pillows.<br /><br />PARKING INCLUDED","$50,900.00",Providencia,-33.4259838,-70.61173099999999,268,2026-06-15,1.0,356,4.84
15476,Hermoso departamento con excelente ubicación,341603056,Pablo,Entire rental unit,Entire home/apt,3.0,3.0,2.0,2 baths,5,"From this centrally located apartment, located on the second floor of a 4-story building, recently remodeled and its convenient and easy location (2 blocks from the Santa Lucia metro station), you will have access and great mobility to all sectors of the city. The proximity to historic neighborhoods and key landmarks of the city of Santiago, makes this space allow you to plan and enjoy a unique and vibrant experience.","$57,906.00",Santiago,-33.4456441,-70.6440819,62,2026-06-14,1.0,299,4.81
15477,Estudio de lujo  Costado Clínica Las Condes,101922238,Maria Carolina,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,Enjoy a stylish experience at this centrally-located place.,"$116,000.00",Las Condes,-33.3829734,-70.5324763,61,2026-06-24,1.0,345,4.87
15478,HOM I Moderno dpto al lado del Mall Alto LasCondes,287196445,Hom,Entire rental unit,Entire home/apt,2.0,3.0,2.0,2 baths,4,"🏙 Prime location in Las Condes<br />Brand new, located in a safe, modern and well-connected neighborhood, ideal for both business trips and vacations. Prime location: The building is in a modern and safe area of Las Condes, ideal for both business and leisure trips<br /><br />📍 Located on Av. Las Condes 10557, on the 6th floor, this apartment has been carefully designed for you to enjoy a comfortable, practical and relaxing stay.<br /><br />✨ The space<br />Everything has been p","$165,953.00",Las Condes,-33.3829734,-70.5324763,5,2026-06-22,2.0,12,5.0
15479,Departamento con excelente conectividad,313370713,Carolina,Entire rental unit,Entire home/apt,1.0,4.0,1.0,1 bath,4,"Explore Santiago by staying in this comfortable and cozy apartment, perfect for discovering the city with ease.<br /><br />Located in a strategic area, you will have quick access to public transportation, attractions, restaurants, and shops.<br /><br />After a day of exploring the city, unwind in a space designed for your relaxation:<br /><br />* 🛏 Comfortable bedroom<br />* 🛋 Cozy living room<br />* 🍽 Equipped kitchen<br />* 🚿 Full bathroom<br /><br />📍 Ideal for those who want to get to know Santiago hassle-free.","$42,500.00",Santiago,-33.448027,-70.6539214,7,2026-06-10,1.0,305,5.0
15480,"Sky Costanera, a pasos del metro en Providencia",538279941,Liz,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"This place is strategically located: it will be very easy to plan your visit! Tourist and executive sector. Surrounded by supermarkets, restaurants, pubs, mall, outlet and main sightseeing spots.","$97,000.00",Providencia,-33.42888949254146,-70.61898758622353,4,2026-05-10,2.0,365,4.75
15481,Departamento estudio a pasos de Clínica Las Condes,235041203,Carolina,Entire condo,Entire home/apt,1.0,2.0,1.0,1 bath,2,"Modern Studio steps from Clínica Las Condes<br /><br />📍 Location: Just steps from the clinic and shopping malls.<br />🛡️ Safety: Quiet residential neighborhood with 24/7 concierge.<br />🚗 Logistics: Private covered parking + Supermarket across the street.<br />🏢 Building: Gym, pool and barbecue areas at your disposal.<br />📺 Equipment: Smart TV/Cable | 📶 WiFi | 🍳 Full Kitchen.<br /><br />✨ Superhost with 7 years of experience.","$107,000.00",Las Condes,-33.38277,-70.53228,82,2026-04-12,1.0,252,4.96
15482,Moderno apartamento Santiago,49780698,Martin Y Sandra,Entire rental unit,Entire home/apt,1.0,2.0,,1 bath,3,"Bright and comfortable furnished apartment in a modern building, consisting of a living room, dining room, bedroom, full bathroom, kitchenette and balcony. Excellent location <br />close to parks, supermarkets, restaurants, shopping malls, universities and clinics. <br />Modern and safe building, the apartment has smart cable TVs, WIFI, hot-cold air conditioning, equipped kitchen, cooking utensils, bedding, sheets and towels.<br /><br />NO VISITORS, PARTIES OR EVENTS ALLOWED","$28,953.00",Santiago,-33.445,-70.64001,69,2026-06-21,2.0,174,4.74
15483,"Depto Metro Santa Lucia, vista espectacular!",133850135,Sara,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"This is an apartment located on the 28th floor, equipped for one or two people, with everything you need to make your stay as comfortable and pleasant as possible. <br />You'll find a spectacular view of downtown Santiago and the Andes Mountains <br />It is close to several of the city's tourist attractions, which you can reach on foot or by metro. <br />It is very close to the Santa Lucía metro station, approximately a 5-minute walk.","$44,506.00",Santiago,-33.44538,-70.64359,626,2026-06-13,2.0,310,4.9
15484,Chic Downtown Santiago Studio Retreat for three,317472101,Francisca,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"Discover your ideal retreat in the heart of Santiago. This chic 1-bedroom apartment, perfect for up to 3 guests, boasts a modern bathroom and a fully equipped kitchen, ideal for culinary adventures. Relax in air-conditioned comfort, with the convenience of a doorman and elevator access. Delight in a soothing bath or get productive at the in-room desk. Nestled in a vibrant locale, explore nearby cultural gems and savor local flavors. Book your memorable Santiago escape today!","$76,029.00",Santiago,-33.4478122,-70.6442598,8,2026-03-25,1.0,362,5.0
15485,Depto Ejecutivo 1D | Metro Escuela Militar,275631474,Michael,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"One-bedroom apartment in Las Condes, located at Evaristo Lillo 29, steps from the Escuela Militar Metro. Great for business trips, tourism or extended stays. It has a separate bedroom, comfortable spaces and private parking. The building offers a pool, laundry and parking. Excellent connectivity, surrounded by shops, restaurants, supermarkets and services.","$77,700.00",Las Condes,-33.41359000293162,-70.58210860937834,5,2026-04-01,2.0,346,4.6
15486,Amplio Departamento en el centro,515796454,Francisco,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"The apartment is very centrally located, located near the Palacio de la Moneda, theaters, museums, historic center, traditional neighborhoods, parks, varied cuisine, Santa Lucía hill, among places of interest.<br /><br />It is 5 minutes from the metro line that takes you to the main communes to get to the most modern malls such as the Costanera Center, amusement parks, among others","$44,506.00",Santiago,-33.447711,-70.6539554,125,2026-07-01,1.0,357,4.89
15487,Agradable pieza en Las Condes,109341046,Alicia,Private room in rental unit,Private room,,1.0,,0 shared baths,1,"🏡 Private room (12m²) with shared bathroom (only with one other person). Access to kitchen🍽️. Located on the 2nd floor of a 3-story building🏢. 7 min from buses, 20 min from Bilbao metro (Line 4) 🚇. Close to supermarkets, malls, parks, pharmacy and bicycle rental 🚴. 🌿 Very safe and quiet neighborhood. Fast wifi 📶.","$59,032.00",Las Condes,-33.42614,-70.57099,0,,2.0,179,
15488,HT | Cómodo Estudio en Providencia,685274078,Home Travellers,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"✨ Enjoy a comfortable and functional stay in this cozy studio designed for maximum comfort. It is located within walking distance of the Metro station, surrounded by restaurants, cafes, shops and green areas. Perfect for 2 people. 🙌","$106,004.00",Providencia,-33.4248909,-70.61156969999999,10,2026-06-23,1.0,341,4.6
15489,Dpto. al lado de Plaza Ñuñoa en Irarrázaval,3709972,Elizabeth,Entire rental unit,Entire home/apt,2.0,3.0,1.0,1 bath,4,"✨ Apartment in Ñuñoa with a prime location ✨<br /><br />Spacious apartment in Irarrázabal, steps from Plaza Ñuñoa, surrounded by restaurants, shops and close to the subway 🚇. Ideal for families, especially with 2 children, thanks to its comfortable and functional spaces. Includes parking 🚗 and Wi-Fi. Perfect for enjoying the city with everything within reach in a safe and lively environment. 📩 Write to me to book.","$77,500.00",Ñuñoa,-33.454780589018675,-70.5913885564851,2,2026-06-08,2.0,136,5.0
15490,Apartamento | cómodo | central | jardín privado,229839271,María Soledad,Entire condo,Entire home/apt,2.0,2.0,2.0,2 baths,3,"Enjoy this peaceful and centrally located accommodation, very close to the metro station and bus stop for connections to the capital's main attractions. It has new facilities that will allow you to have a full and comfortable rest during your stay. In the neighborhood, you will find coffee shops, supermarkets, pharmacies, a movie theater, a shopping center, parks, restaurants, and everything you need for an unforgettable experience. You'll have Wi-Fi, Netflix, Air Conditioning, and parking.","$107,442.50",Ñuñoa,-33.44787,-70.57819,3,2026-06-07,2.0,207,5.0
15491,Room & private bathroom,543104818,Consuelo,Private room in rental unit,Private room,,1.0,,1 private bath,1,"Comfy and bright room, with private bathroom, in a quiet area in Barrio Italia. Excellent location, close to the metro to Santa Isabel, restaurants, bars, supermarket, and parks. <br /><br />It has heating during the winter.","$21,682.40",Providencia,-33.4457864,-70.62784750000002,57,2026-06-08,5.0,58,4.95
15492,"Departamento, Providencia",288227845,Lorena,Entire condo,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Enjoy this great opportunity, an apartment located on the 5th floor, fully renovated and furnished in vintage style, ideal for couples. Close to restaurants, supermarkets, pharmacies, banks, squares, Inés de Suárez Park, Costanera Center Mall, Vivo Mall, Barrio Italia and the city's tourist attractions. Close to Inés de Suárez metro station.<br />Space designed for tranquility and rest in a comfortable accommodation overlooking the Andes Mountain Range and the eastern sector of the city.","$67,171.00",Providencia,-33.4452548,-70.612222,9,2023-09-08,1.0,300,5.0
15493,(12) Costado CLC/ 5 personas,101922238,Maria Carolina,Entire rental unit,Entire home/apt,2.0,3.0,2.0,2 baths,5,"Enjoy a modern apartment in the heart of Las Condes. Fully equipped for 5 people, secure building with 24/7 concierge, private parking inside the building, pets accepted, ideal for families, business travelers, clinic patients or those looking for comfort and a premium location in Santiago","$163,000.00",Vitacura,-33.38285,-70.53295,18,2026-03-10,1.0,346,4.78
15494,Moderno Estudio con Terraza a Pasos de Santa Lucía,599338116,Evangelina Soledad,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"🏢 Studio apartment for 1 or 2 people<br />📅 Short or long stays<br />🏊 Pool from November to March<br />🏋️ Free gym access<br />🧺 Paid laundry in the building<br />🚗 Paid parking, reservation required<br />💻 High-speed internet, for leisure and work<br />🔑 Self check-in, no face-to-face contact<br />🕒 24-hour concierge for your peace of mind<br />🚇 8-minute walk from the Santa Lucia metro<br />📍 Prime location in the Historic Center<br /><br />Managed by HostExtremocl ❤️","$52,052.00",Santiago,-33.447823656109236,-70.64427349716425,53,2026-06-28,1.0,201,4.94
15495,Dpto 3P - Barrio Italia,100280192,Felipe,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"The apartment is a really cozy place, with beautiful decoration that will allow you to enjoy your stay to the fullest. Just steps away from the San Isabel metro and the Barrio Italia, you will be inside in one of the most important neighborhoods of Santiago, near designer shops, restaurants, cafes and bars... for sure you will want to return very soon.","$64,628.67",Providencia,-33.44601,-70.62791,188,2026-04-07,3.0,334,4.87
15496,Amplia casa Providencia a pasos del metro con A/C,468980154,Gabriel,Entire home,Entire home/apt,3.0,4.0,3.0,3 baths,6,"Enjoy this spacious house located in a quiet neighborhood in the Providencia district.  In the area you can find several restaurants and cafes, Forest Park, among other services. Staying here will keep you well connected to the rest of the city, as the Salvador subway is a 3-minute walk away. It's definitely a place worth visiting!","$130,000.00",Providencia,-33.43345,-70.62399,0,,3.0,303,
15497,AirConditioner | WiFi550 |Turistic Historic Center,80005735,Ale,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"Enjoy Santiago from a comfortable and conveniently located apartment in the heart of downtown Santiago. Ideal for summer vacations, urban getaways, or work or medical stays, with excellent connectivity and everything you need for a quiet stay. Perfect for couples, solo travelers, students, people in transit, or those looking for an affordable and well-located alternative for January and February. Book in advance and secure your stay in Santiago at a great low season price","$65,000.00",Santiago,-33.44434,-70.64404,84,2026-02-28,1.0,338,4.85
15498,Linda habitación independiente,125240137,Francisca,Private room in condo,Private room,,1.0,1.0,1 private bath,1,"Separate room in a comfortable apartment, with a private bathroom and view of the inner courtyard. Enjoy the simplicity of this peaceful and centrally-located place in the Barrio Italia, with a variety of shops and restaurants just a few blocks away. Close to Santa Isabel metro station.  We can also speak English if you need it.","$25,105.83",Providencia,-33.44799,-70.63099,12,2026-05-31,6.0,167,4.92
15499,Metro Golf Depto 4 a 8 Personas,652672373,Rosy,Entire rental unit,Entire home/apt,2.0,4.0,2.0,2 baths,8,"From this centrally located accommodation, the whole group can enjoy easy access to everything. El Golf is a luxury neighborhood, 100% residential, with capacity for 4 to 8 people, with a very complete service, washing machine with dryer, 50 meters from the ""Metro El Golf"", surrounded by the best Restaurants, Cafes, National and International Financial Centers, Costanera Mall. We have 24 hour security. The published value is per person, no additional people are allowed without paying.","$81,347.33",Las Condes,-33.41835,-70.59609,0,,3.0,364,
15500,Alojamientos salto ángel,589665976,Alojamientos Salto Angel,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"Comfortable apartment with portable air conditioning, hot and cold. For a good stay, ideal for 3 people as it has a double bed in the main room, and a single bed in the living room. Spacious gas kitchen, large terrace and a large bathroom, which highlights a very cozy and quiet place.<br /><br />The apartment does not include parking, an additional fee must be paid.<br />Point to note.<br />Secure parking, 24-hour reception staff.<br /><br />Costanera Mall 1.5 kilometers away","$65,047.00",Providencia,-33.42556861868936,-70.61183821409941,81,2026-04-26,1.0,151,4.84
15501,OH| Álamos Chic | Movistar Arena Fantasilandia,57384211,Carolina - Open Homes,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Enjoy this stylish accommodation in downtown Santiago, just 2 blocks from the Rondizzoni metro, close to minimarkets and attractions such as the Movistar Arena and Fantasilandia.<br /><br />This spacious Studio apartment is located on the 3rd floor and has a double bed, dining table/desk, bathroom, equipped kitchen, WiFi and TV so that 2 people can stay comfortably.<br /><br />Includes towels, soap, shampoo and conditioner.<br /><br />24-hour elevator and concierge.","$65,543.00",Santiago,-33.4707434,-70.6580376,17,2026-06-14,1.0,362,4.94
15502,Departamento Totalmente Equipado a pasos del metro,318590598,Cristofer,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,4,"Fully equipped apartment, steps from Metro Ecuador, Supermarkets, Mall, Bus and Train Terminal, Clinics, Hospitals and Teletón. It is located 15 minutes from downtown Santiago. It is a quiet and cozy area.","$43,079.50",Estación Central,-33.45649,-70.6951,6,2020-12-08,4.0,270,5.0
15503,Suite Washington en Providencia,331207256,Fabian,Entire rental unit,Entire home/apt,,1.0,1.0,1 bath,2,"Beautiful apartment with terrace located in the heart of Providencia, with air conditioning, heating, equipped kitchen, Smart TV, WiFi, bed linen, towels and liquid soap. The building has a 24-hour concierge. We are located in front of the Vivo Imperio Mall and within walking distance of all major restaurant chains such as McDonald's, Tacobell, Niusushi. We are located in the prestigious neighborhood of Providencia.","$59,990.00",Providencia,-33.42494,-70.61115,117,2026-05-30,2.0,206,4.85
